data_pedido,cliente_id,produto,quantidade,valor_unitario,valor_total,temperatura_media
2025-01-19,132,Caixa de Sorvete de Chocolate Belga 10L,82,110.0,9020.0,26.8
2025-01-19,122,Caixa Açaí 5L,9,65.0,585.0,26.8
2025-01-19,139,Caixa de Sorvete de Morango 10L,84,110.0,9240.0,26.8
2025-01-19,128,Base Milkshake Morango 10L,66,90.0,5940.0,26.8
2025-01-19,145,Caixa de sorvete de Creme 10L,25,110.0,2750.0,26.8
2025-01-19,129,Caixa de Sorvete de Morango 10L,91,110.0,10010.0,26.8
2025-01-20,116,Base Milkshake Morango 10L,75,90.0,6750.0,27.1
2025-01-20,101,Caixa Açaí 5L,63,65.0,4095.0,27.1
2025-01-20,149,Caixa Açaí Tradição 10L,10,120.0,1200.0,27.1
2025-01-20,133,Caixa Açaí 5L,66,65.0,4290.0,27.1
2025-01-20,139,Base Milkshake Baunilha 10L,51,90.0,4590.0,27.1
2025-01-20,105,Caixa de sorvete de Creme 10L,16,110.0,1760.0,27.1
2025-01-20,132,Base Milkshake Morango 10L,20,90.0,1800.0,27.1
2025-01-21,117,Caixa de sorvete de Creme 10L,17,110.0,1870.0,28.2
2025-01-21,109,Creme de Cupuaçu 5L,92,70.0,6440.0,28.2
2025-01-21,113,Caixa de sorvete de Creme 10L,99,110.0,10890.0,28.2
2025-01-21,148,Caixa de Sorvete de Chocolate Belga 10L,35,110.0,3850.0,28.2
2025-01-21,143,Base Milkshake Baunilha 10L,74,90.0,6660.0,28.2
2025-01-21,133,Caixa de sorvete de Creme 10L,25,110.0,2750.0,28.2
2025-01-21,114,Caixa de sorvete de Creme 10L,30,110.0,3300.0,28.2
2025-01-21,117,Base Milkshake Chocolate 10L,32,95.0,3040.0,28.2
2025-01-21,121,Base Milkshake Baunilha 10L,97,90.0,8730.0,28.2
2025-01-21,127,Caixa de sorvete de Creme 10L,72,110.0,7920.0,28.2
2025-01-21,121,Caixa Açaí 5L,104,65.0,6760.0,28.2
2025-01-22,145,Caixa de Sorvete de Morango 10L,31,110.0,3410.0,27.2
2025-01-22,134,Caixa de sorvete de Creme 10L,43,110.0,4730.0,27.2
2025-01-22,119,Caixa Açaí 5L,67,65.0,4355.0,27.2
2025-01-22,112,Caixa de sorvete de Creme 10L,52,110.0,5720.0,27.2
2025-01-22,145,Caixa de Sorvete de Chocolate Belga 10L,14,110.0,1540.0,27.2
2025-01-22,148,Base Milkshake Baunilha 10L,30,90.0,2700.0,27.2
2025-01-22,108,Base Milkshake Chocolate 10L,75,95.0,7125.0,27.2
2025-01-22,109,Base Milkshake Morango 10L,52,90.0,4680.0,27.2
2025-01-22,138,Caixa Açaí Tradição 10L,86,120.0,10320.0,27.2
2025-01-22,118,Caixa de Sorvete de Chocolate Belga 10L,31,110.0,3410.0,27.2
2025-01-23,109,Base Milkshake Chocolate 10L,95,95.0,9025.0,24.4
2025-01-23,120,Base Milkshake Morango 10L,48,90.0,4320.0,24.4
2025-01-23,113,Caixa de sorvete de Creme 10L,85,110.0,9350.0,24.4
2025-01-23,117,Caixa de Sorvete de Morango 10L,38,110.0,4180.0,24.4
2025-01-24,106,Base Milkshake Morango 10L,50,90.0,4500.0,24.1
2025-01-24,148,Creme de Cupuaçu 5L,51,70.0,3570.0,24.1
2025-01-24,123,Caixa de sorvete de Creme 10L,88,110.0,9680.0,24.1
2025-01-24,124,Caixa de Sorvete de Morango 10L,42,110.0,4620.0,24.1
2025-01-24,107,Caixa de sorvete de Creme 10L,66,110.0,7260.0,24.1
2025-01-24,137,Base Milkshake Morango 10L,100,90.0,9000.0,24.1
2025-01-24,147,Caixa de sorvete de Creme 10L,43,110.0,4730.0,24.1
2025-01-25,138,Caixa de Sorvete de Chocolate Belga 10L,39,110.0,4290.0,24.4
2025-01-25,108,Base Milkshake Morango 10L,87,90.0,7830.0,24.4
2025-01-25,107,Base Milkshake Morango 10L,43,90.0,3870.0,24.4
2025-01-25,136,Caixa de sorvete de Creme 10L,98,110.0,10780.0,24.4
2025-01-25,126,Base Milkshake Morango 10L,18,90.0,1620.0,24.4
2025-01-25,106,Caixa de Sorvete de Chocolate Belga 10L,84,110.0,9240.0,24.4
2025-01-26,131,Caixa Açaí 5L,37,65.0,2405.0,23.0
2025-01-26,114,Caixa de Sorvete de Morango 10L,74,110.0,8140.0,23.0
2025-01-26,118,Caixa de Sorvete de Morango 10L,40,110.0,4400.0,23.0
2025-01-26,120,Base Milkshake Morango 10L,21,90.0,1890.0,23.0
2025-01-26,143,Caixa Açaí 5L,47,65.0,3055.0,23.0
2025-01-26,110,Caixa Açaí Tradição 10L,68,120.0,8160.0,23.0
2025-01-26,137,Base Milkshake Morango 10L,103,90.0,9270.0,23.0
2025-01-26,114,Base Milkshake Morango 10L,10,90.0,900.0,23.0
2025-01-26,137,Caixa de Sorvete de Chocolate Belga 10L,17,110.0,1870.0,23.0
2025-01-26,130,Base Milkshake Morango 10L,27,90.0,2430.0,23.0
2025-01-27,130,Caixa de Sorvete de Morango 10L,49,110.0,5390.0,22.0
2025-01-27,148,Caixa Açaí 5L,37,65.0,2405.0,22.0
2025-01-27,122,Base Milkshake Baunilha 10L,14,90.0,1260.0,22.0
2025-01-27,124,Base Milkshake Chocolate 10L,89,95.0,8455.0,22.0
2025-01-27,110,Caixa Açaí 5L,67,65.0,4355.0,22.0
2025-01-27,128,Base Milkshake Baunilha 10L,70,90.0,6300.0,22.0
2025-01-27,130,Caixa Açaí 5L,60,65.0,3900.0,22.0
2025-01-27,123,Base Milkshake Chocolate 10L,31,95.0,2945.0,22.0
2025-01-27,120,Caixa Açaí Tradição 10L,70,120.0,8400.0,22.0
2025-01-28,117,Caixa de sorvete de Creme 10L,103,110.0,11330.0,21.9
2025-01-28,122,Caixa de Sorvete de Chocolate Belga 10L,31,110.0,3410.0,21.9
2025-01-28,143,Caixa Açaí Tradição 10L,7,120.0,840.0,21.9
2025-01-28,105,Base Milkshake Chocolate 10L,92,95.0,8740.0,21.9
2025-01-28,138,Caixa Açaí 5L,45,65.0,2925.0,21.9
2025-01-28,102,Base Milkshake Chocolate 10L,79,95.0,7505.0,21.9
2025-01-28,133,Base Milkshake Morango 10L,56,90.0,5040.0,21.9
2025-01-28,128,Caixa Açaí Tradição 10L,71,120.0,8520.0,21.9
2025-01-28,113,Caixa de Sorvete de Morango 10L,89,110.0,9790.0,21.9
2025-01-28,137,Caixa de sorvete de Creme 10L,40,110.0,4400.0,21.9
2025-01-28,142,Creme de Cupuaçu 5L,77,70.0,5390.0,21.9
2025-01-29,101,Caixa de Sorvete de Chocolate Belga 10L,84,110.0,9240.0,22.2
2025-01-29,113,Caixa de Sorvete de Chocolate Belga 10L,63,110.0,6930.0,22.2
2025-01-29,113,Caixa de Sorvete de Morango 10L,69,110.0,7590.0,22.2
2025-01-29,135,Base Milkshake Chocolate 10L,47,95.0,4465.0,22.2
2025-01-29,124,Caixa Açaí 5L,59,65.0,3835.0,22.2
2025-01-30,124,Base Milkshake Morango 10L,26,90.0,2340.0,21.7
2025-01-30,130,Caixa de Sorvete de Chocolate Belga 10L,19,110.0,2090.0,21.7
2025-01-30,127,Caixa de Sorvete de Morango 10L,108,110.0,11880.0,21.7
2025-01-30,123,Creme de Cupuaçu 5L,74,70.0,5180.0,21.7
2025-01-30,139,Caixa de Sorvete de Morango 10L,14,110.0,1540.0,21.7
2025-01-30,104,Caixa de Sorvete de Chocolate Belga 10L,34,110.0,3740.0,21.7
2025-01-30,145,Base Milkshake Chocolate 10L,88,95.0,8360.0,21.7
2025-01-31,120,Base Milkshake Baunilha 10L,120,90.0,10800.0,21.4
2025-01-31,120,Caixa de Sorvete de Morango 10L,98,110.0,10780.0,21.4
2025-01-31,105,Base Milkshake Baunilha 10L,9,90.0,810.0,21.4
2025-01-31,150,Creme de Cupuaçu 5L,21,70.0,1470.0,21.4
2025-01-31,127,Caixa de Sorvete de Chocolate Belga 10L,68,110.0,7480.0,21.4
2025-01-31,117,Base Milkshake Morango 10L,66,90.0,5940.0,21.4
2025-01-31,139,Base Milkshake Morango 10L,48,90.0,4320.0,21.4
2025-01-31,122,Caixa de sorvete de Creme 10L,41,110.0,4510.0,21.4
2025-01-31,137,Caixa de Sorvete de Chocolate Belga 10L,67,110.0,7370.0,21.4
2025-01-31,136,Caixa de Sorvete de Morango 10L,52,110.0,5720.0,21.4
2025-01-31,105,Caixa Açaí Tradição 10L,80,120.0,9600.0,21.4
2025-01-31,145,Base Milkshake Morango 10L,90,90.0,8100.0,21.4
2025-01-31,108,Base Milkshake Morango 10L,14,90.0,1260.0,21.4
2025-02-01,141,Creme de Cupuaçu 5L,66,70.0,4620.0,21.2
2025-02-01,102,Caixa de sorvete de Creme 10L,50,110.0,5500.0,21.2
2025-02-01,114,Base Milkshake Chocolate 10L,18,95.0,1710.0,21.2
2025-02-01,133,Creme de Cupuaçu 5L,15,70.0,1050.0,21.2
2025-02-01,106,Caixa de sorvete de Creme 10L,31,110.0,3410.0,21.2
2025-02-01,132,Caixa de sorvete de Creme 10L,94,110.0,10340.0,21.2
2025-02-01,149,Caixa Açaí Tradição 10L,19,120.0,2280.0,21.2
2025-02-01,124,Caixa Açaí Tradição 10L,85,120.0,10200.0,21.2
2025-02-02,115,Caixa de Sorvete de Morango 10L,84,110.0,9240.0,22.3
2025-02-02,104,Base Milkshake Chocolate 10L,82,95.0,7790.0,22.3
2025-02-02,142,Caixa Açaí 5L,74,65.0,4810.0,22.3
2025-02-02,123,Creme de Cupuaçu 5L,67,70.0,4690.0,22.3
2025-02-02,145,Base Milkshake Baunilha 10L,84,90.0,7560.0,22.3
2025-02-02,102,Creme de Cupuaçu 5L,15,70.0,1050.0,22.3
2025-02-02,143,Caixa Açaí 5L,28,65.0,1820.0,22.3
2025-02-02,127,Base Milkshake Morango 10L,34,90.0,3060.0,22.3
2025-02-03,136,Caixa de sorvete de Creme 10L,28,110.0,3080.0,22.8
2025-02-03,138,Creme de Cupuaçu 5L,87,70.0,6090.0,22.8
2025-02-03,134,Base Milkshake Chocolate 10L,80,95.0,7600.0,22.8
2025-02-03,122,Creme de Cupuaçu 5L,16,70.0,1120.0,22.8
2025-02-03,121,Base Milkshake Morango 10L,17,90.0,1530.0,22.8
2025-02-03,118,Creme de Cupuaçu 5L,63,70.0,4410.0,22.8
2025-02-03,146,Caixa de Sorvete de Morango 10L,39,110.0,4290.0,22.8
2025-02-04,113,Base Milkshake Morango 10L,39,90.0,3510.0,23.9
2025-02-04,104,Caixa Açaí Tradição 10L,88,120.0,10560.0,23.9
2025-02-04,104,Caixa Açaí Tradição 10L,60,120.0,7200.0,23.9
2025-02-04,128,Caixa de sorvete de Creme 10L,70,110.0,7700.0,23.9
2025-02-04,108,Base Milkshake Baunilha 10L,81,90.0,7290.0,23.9
2025-02-04,106,Caixa Açaí 5L,80,65.0,5200.0,23.9
2025-02-04,111,Caixa de sorvete de Creme 10L,88,110.0,9680.0,23.9
2025-02-04,106,Caixa de sorvete de Creme 10L,43,110.0,4730.0,23.9
2025-02-05,107,Caixa de Sorvete de Morango 10L,75,110.0,8250.0,24.3
2025-02-05,147,Base Milkshake Morango 10L,20,90.0,1800.0,24.3
2025-02-05,101,Caixa de Sorvete de Chocolate Belga 10L,102,110.0,11220.0,24.3
2025-02-05,116,Caixa Açaí 5L,73,65.0,4745.0,24.3
2025-02-05,134,Caixa de sorvete de Creme 10L,91,110.0,10010.0,24.3
2025-02-05,132,Caixa de Sorvete de Morango 10L,24,110.0,2640.0,24.3
2025-02-05,149,Base Milkshake Baunilha 10L,111,90.0,9990.0,24.3
2025-02-06,105,Creme de Cupuaçu 5L,80,70.0,5600.0,25.5
2025-02-06,139,Caixa de Sorvete de Morango 10L,23,110.0,2530.0,25.5
2025-02-06,101,Base Milkshake Baunilha 10L,110,90.0,9900.0,25.5
2025-02-06,150,Creme de Cupuaçu 5L,68,70.0,4760.0,25.5
2025-02-06,103,Base Milkshake Morango 10L,101,90.0,9090.0,25.5
2025-02-07,124,Caixa Açaí Tradição 10L,37,120.0,4440.0,25.1
2025-02-07,133,Caixa Açaí 5L,20,65.0,1300.0,25.1
2025-02-07,124,Base Milkshake Baunilha 10L,29,90.0,2610.0,25.1
2025-02-07,108,Caixa de sorvete de Creme 10L,27,110.0,2970.0,25.1
2025-02-07,127,Caixa de sorvete de Creme 10L,106,110.0,11660.0,25.1
2025-02-07,117,Base Milkshake Baunilha 10L,104,90.0,9360.0,25.1
2025-02-07,146,Base Milkshake Chocolate 10L,17,95.0,1615.0,25.1
2025-02-07,103,Caixa de Sorvete de Morango 10L,57,110.0,6270.0,25.1
2025-02-07,128,Caixa de Sorvete de Chocolate Belga 10L,15,110.0,1650.0,25.1
2025-02-08,146,Caixa Açaí Tradição 10L,75,120.0,9000.0,23.6
2025-02-08,138,Base Milkshake Morango 10L,59,90.0,5310.0,23.6
2025-02-08,137,Base Milkshake Baunilha 10L,70,90.0,6300.0,23.6
2025-02-08,103,Base Milkshake Chocolate 10L,34,95.0,3230.0,23.6
2025-02-08,115,Caixa Açaí 5L,90,65.0,5850.0,23.6
2025-02-08,119,Base Milkshake Baunilha 10L,25,90.0,2250.0,23.6
2025-02-08,135,Caixa Açaí Tradição 10L,79,120.0,9480.0,23.6
2025-02-08,116,Caixa Açaí 5L,65,65.0,4225.0,23.6
2025-02-09,101,Base Milkshake Baunilha 10L,18,90.0,1620.0,24.1
2025-02-09,145,Caixa de Sorvete de Chocolate Belga 10L,40,110.0,4400.0,24.1
2025-02-09,105,Base Milkshake Baunilha 10L,17,90.0,1530.0,24.1
2025-02-09,101,Caixa de Sorvete de Morango 10L,19,110.0,2090.0,24.1
2025-02-09,127,Base Milkshake Morango 10L,52,90.0,4680.0,24.1
2025-02-09,120,Base Milkshake Chocolate 10L,78,95.0,7410.0,24.1
2025-02-09,132,Caixa de Sorvete de Morango 10L,11,110.0,1210.0,24.1
2025-02-09,135,Caixa de Sorvete de Morango 10L,74,110.0,8140.0,24.1
2025-02-09,146,Base Milkshake Baunilha 10L,74,90.0,6660.0,24.1
2025-02-09,138,Caixa Açaí 5L,35,65.0,2275.0,24.1
2025-02-09,143,Base Milkshake Chocolate 10L,38,95.0,3610.0,24.1
2025-02-09,141,Caixa Açaí Tradição 10L,85,120.0,10200.0,24.1
2025-02-10,129,Caixa de Sorvete de Chocolate Belga 10L,77,110.0,8470.0,24.7
2025-02-10,150,Base Milkshake Chocolate 10L,82,95.0,7790.0,24.7
2025-02-10,109,Caixa de sorvete de Creme 10L,109,110.0,11990.0,24.7
2025-02-10,136,Base Milkshake Morango 10L,69,90.0,6210.0,24.7
2025-02-10,146,Base Milkshake Chocolate 10L,56,95.0,5320.0,24.7
2025-02-10,143,Base Milkshake Chocolate 10L,31,95.0,2945.0,24.7
2025-02-11,141,Base Milkshake Morango 10L,69,90.0,6210.0,26.2
2025-02-11,115,Creme de Cupuaçu 5L,27,70.0,1890.0,26.2
2025-02-11,148,Caixa Açaí Tradição 10L,54,120.0,6480.0,26.2
2025-02-11,130,Caixa Açaí 5L,65,65.0,4225.0,26.2
2025-02-11,121,Caixa Açaí Tradição 10L,41,120.0,4920.0,26.2
2025-02-11,113,Base Milkshake Baunilha 10L,13,90.0,1170.0,26.2
2025-02-11,118,Base Milkshake Baunilha 10L,41,90.0,3690.0,26.2
2025-02-12,130,Caixa de Sorvete de Chocolate Belga 10L,9,110.0,990.0,27.6
2025-02-12,126,Caixa de sorvete de Creme 10L,36,110.0,3960.0,27.6
2025-02-12,125,Base Milkshake Morango 10L,50,90.0,4500.0,27.6
2025-02-12,147,Caixa Açaí Tradição 10L,23,120.0,2760.0,27.6
2025-02-12,135,Caixa de Sorvete de Morango 10L,26,110.0,2860.0,27.6
2025-02-12,142,Base Milkshake Morango 10L,18,90.0,1620.0,27.6
