Data_Pedido,Cliente_ID,Produto,Quantidade,Valor_Unitario,Valor_Total
2025-01-11,142,Caixa de Sorvete de Chocolate Belga 10L,41,110.0,4510.0
2025-01-11,141,Caixa de Sorvete de Chocolate Belga 10L,34,110.0,3740.0
2025-01-11,118,Caixa de Sorvete de Chocolate Belga 10L,13,110.0,1430.0
2025-01-11,136,Caixa de Sorvete de Chocolate Belga 10L,66,110.0,7260.0
2025-01-11,141,Caixa de Sorvete de Chocolate Belga 10L,14,110.0,1540.0
2025-01-11,119,Caixa de Sorvete de Chocolate Belga 10L,70,110.0,7700.0
2025-01-12,135,Caixa de Sorvete de Chocolate Belga 10L,80,110.0,8800.0
2025-01-12,127,Caixa de Sorvete de Chocolate Belga 10L,44,110.0,4840.0
2025-01-12,112,Caixa de Sorvete de Chocolate Belga 10L,27,110.0,2970.0
2025-01-12,138,Caixa de Sorvete de Chocolate Belga 10L,87,110.0,9570.0
2025-01-13,115,Caixa de Sorvete de Chocolate Belga 10L,29,110.0,3190.0
2025-01-13,118,Caixa de Sorvete de Chocolate Belga 10L,82,110.0,9020.0
2025-01-13,114,Caixa de Sorvete de Chocolate Belga 10L,91,110.0,10010.0
2025-01-13,135,Caixa de Sorvete de Chocolate Belga 10L,34,110.0,3740.0
2025-01-13,116,Caixa de Sorvete de Chocolate Belga 10L,56,110.0,6160.0
2025-01-13,107,Caixa de Sorvete de Chocolate Belga 10L,101,110.0,11110.0
2025-01-13,119,Caixa de Sorvete de Chocolate Belga 10L,19,110.0,2090.0
2025-01-13,107,Caixa de Sorvete de Chocolate Belga 10L,83,110.0,9130.0
2025-01-14,130,Caixa de Sorvete de Chocolate Belga 10L,121,110.0,13310.0
2025-01-14,121,Caixa de Sorvete de Chocolate Belga 10L,54,110.0,5940.0
2025-01-14,141,Caixa de Sorvete de Chocolate Belga 10L,22,110.0,2420.0
2025-01-14,130,Caixa de Sorvete de Chocolate Belga 10L,84,110.0,9240.0
2025-01-14,107,Caixa de Sorvete de Chocolate Belga 10L,38,110.0,4180.0
2025-01-14,144,Caixa de Sorvete de Chocolate Belga 10L,84,110.0,9240.0
2025-01-14,126,Caixa de Sorvete de Chocolate Belga 10L,70,110.0,7700.0
2025-01-14,120,Caixa de Sorvete de Chocolate Belga 10L,112,110.0,12320.0
2025-01-15,109,Caixa de Sorvete de Chocolate Belga 10L,23,110.0,2530.0
2025-01-15,110,Caixa de Sorvete de Chocolate Belga 10L,23,110.0,2530.0
2025-01-15,145,Caixa de Sorvete de Chocolate Belga 10L,36,110.0,3960.0
2025-01-15,121,Caixa de Sorvete de Chocolate Belga 10L,94,110.0,10340.0
2025-01-16,101,Caixa de Sorvete de Chocolate Belga 10L,79,110.0,8690.0
2025-01-16,105,Caixa de Sorvete de Chocolate Belga 10L,59,110.0,6490.0
2025-01-16,128,Caixa de Sorvete de Chocolate Belga 10L,88,110.0,9680.0
2025-01-17,130,Caixa de Sorvete de Chocolate Belga 10L,22,110.0,2420.0
2025-01-17,127,Caixa de Sorvete de Chocolate Belga 10L,66,110.0,7260.0
2025-01-17,138,Caixa de Sorvete de Chocolate Belga 10L,13,110.0,1430.0
2025-01-17,147,Caixa de Sorvete de Chocolate Belga 10L,22,110.0,2420.0
2025-01-17,137,Caixa de Sorvete de Chocolate Belga 10L,93,110.0,10230.0
2025-01-17,109,Caixa de Sorvete de Chocolate Belga 10L,29,110.0,3190.0
2025-01-17,129,Caixa de Sorvete de Chocolate Belga 10L,95,110.0,10450.0
2025-01-17,115,Caixa de Sorvete de Chocolate Belga 10L,82,110.0,9020.0
2025-01-17,149,Caixa de Sorvete de Chocolate Belga 10L,70,110.0,7700.0
2025-01-17,137,Caixa de Sorvete de Chocolate Belga 10L,8,110.0,880.0
2025-01-17,146,Caixa de Sorvete de Chocolate Belga 10L,19,110.0,2090.0
2025-01-18,113,Caixa de Sorvete de Chocolate Belga 10L,27,110.0,2970.0
2025-01-18,133,Caixa de Sorvete de Chocolate Belga 10L,33,110.0,3630.0
2025-01-18,114,Caixa de Sorvete de Chocolate Belga 10L,11,110.0,1210.0
2025-01-18,111,Caixa de Sorvete de Chocolate Belga 10L,47,110.0,5170.0
2025-01-18,106,Caixa de Sorvete de Chocolate Belga 10L,12,110.0,1320.0
2025-01-18,119,Caixa de Sorvete de Chocolate Belga 10L,31,110.0,3410.0
2025-01-19,101,Caixa de Sorvete de Chocolate Belga 10L,17,110.0,1870.0
2025-01-19,137,Caixa de Sorvete de Chocolate Belga 10L,88,110.0,9680.0
2025-01-19,142,Caixa de Sorvete de Chocolate Belga 10L,18,110.0,1980.0
2025-01-19,127,Caixa de Sorvete de Chocolate Belga 10L,37,110.0,4070.0
2025-01-20,108,Caixa de Sorvete de Chocolate Belga 10L,34,110.0,3740.0
2025-01-20,135,Caixa de Sorvete de Chocolate Belga 10L,58,110.0,6380.0
2025-01-20,130,Caixa de Sorvete de Chocolate Belga 10L,72,110.0,7920.0
2025-01-20,129,Caixa de Sorvete de Chocolate Belga 10L,19,110.0,2090.0
2025-01-20,113,Caixa de Sorvete de Chocolate Belga 10L,42,110.0,4620.0
2025-01-21,129,Caixa de Sorvete de Chocolate Belga 10L,81,110.0,8910.0
2025-01-21,124,Caixa de Sorvete de Chocolate Belga 10L,33,110.0,3630.0
2025-01-21,116,Caixa de Sorvete de Chocolate Belga 10L,108,110.0,11880.0
2025-01-21,113,Caixa de Sorvete de Chocolate Belga 10L,12,110.0,1320.0
2025-01-21,108,Caixa de Sorvete de Chocolate Belga 10L,100,110.0,11000.0
2025-01-21,126,Caixa de Sorvete de Chocolate Belga 10L,12,110.0,1320.0
2025-01-21,112,Caixa de Sorvete de Chocolate Belga 10L,65,110.0,7150.0
2025-01-21,115,Caixa de Sorvete de Chocolate Belga 10L,20,110.0,2200.0
2025-01-22,147,Caixa de Sorvete de Chocolate Belga 10L,68,110.0,7480.0
2025-01-22,144,Caixa de Sorvete de Chocolate Belga 10L,68,110.0,7480.0
2025-01-22,148,Caixa de Sorvete de Chocolate Belga 10L,25,110.0,2750.0
2025-01-22,118,Caixa de Sorvete de Chocolate Belga 10L,9,110.0,990.0
2025-01-22,118,Caixa de Sorvete de Chocolate Belga 10L,9,110.0,990.0
2025-01-22,144,Caixa de Sorvete de Chocolate Belga 10L,22,110.0,2420.0
2025-01-22,136,Caixa de Sorvete de Chocolate Belga 10L,66,110.0,7260.0
2025-01-22,137,Caixa de Sorvete de Chocolate Belga 10L,32,110.0,3520.0
2025-01-22,125,Caixa de Sorvete de Chocolate Belga 10L,24,110.0,2640.0
2025-01-22,114,Caixa de Sorvete de Chocolate Belga 10L,15,110.0,1650.0
2025-01-23,150,Caixa de Sorvete de Chocolate Belga 10L,38,110.0,4180.0
2025-01-23,125,Caixa de Sorvete de Chocolate Belga 10L,16,110.0,1760.0
2025-01-23,141,Caixa de Sorvete de Chocolate Belga 10L,12,110.0,1320.0
2025-01-23,101,Caixa de Sorvete de Chocolate Belga 10L,13,110.0,1430.0
2025-01-23,115,Caixa de Sorvete de Chocolate Belga 10L,12,110.0,1320.0
2025-01-23,145,Caixa de Sorvete de Chocolate Belga 10L,16,110.0,1760.0
2025-01-23,108,Caixa de Sorvete de Chocolate Belga 10L,66,110.0,7260.0
2025-01-23,112,Caixa de Sorvete de Chocolate Belga 10L,11,110.0,1210.0
2025-01-23,123,Caixa de Sorvete de Chocolate Belga 10L,85,110.0,9350.0
2025-01-23,136,Caixa de Sorvete de Chocolate Belga 10L,55,110.0,6050.0
2025-01-23,108,Caixa de Sorvete de Chocolate Belga 10L,65,110.0,7150.0
2025-01-24,136,Caixa de Sorvete de Chocolate Belga 10L,61,110.0,6710.0
2025-01-24,113,Caixa de Sorvete de Chocolate Belga 10L,11,110.0,1210.0
2025-01-24,104,Caixa de Sorvete de Chocolate Belga 10L,58,110.0,6380.0
2025-01-24,119,Caixa de Sorvete de Chocolate Belga 10L,41,110.0,4510.0
2025-01-24,129,Caixa de Sorvete de Chocolate Belga 10L,68,110.0,7480.0
2025-01-24,133,Caixa de Sorvete de Chocolate Belga 10L,22,110.0,2420.0
2025-01-24,140,Caixa de Sorvete de Chocolate Belga 10L,17,110.0,1870.0
2025-01-24,103,Caixa de Sorvete de Chocolate Belga 10L,70,110.0,7700.0
2025-01-24,119,Caixa de Sorvete de Chocolate Belga 10L,91,110.0,10010.0
2025-01-24,122,Caixa de Sorvete de Chocolate Belga 10L,104,110.0,11440.0
2025-01-25,123,Caixa de Sorvete de Chocolate Belga 10L,32,110.0,3520.0
2025-01-25,142,Caixa de Sorvete de Chocolate Belga 10L,82,110.0,9020.0
2025-01-25,121,Caixa de Sorvete de Chocolate Belga 10L,93,110.0,10230.0
2025-01-25,128,Caixa de Sorvete de Chocolate Belga 10L,85,110.0,9350.0
2025-01-25,133,Caixa de Sorvete de Chocolate Belga 10L,78,110.0,8580.0
2025-01-25,101,Caixa de Sorvete de Chocolate Belga 10L,39,110.0,4290.0
2025-01-25,135,Caixa de Sorvete de Chocolate Belga 10L,72,110.0,7920.0
2025-01-25,127,Caixa de Sorvete de Chocolate Belga 10L,75,110.0,8250.0
2025-01-25,106,Caixa de Sorvete de Chocolate Belga 10L,15,110.0,1650.0
2025-01-25,128,Caixa de Sorvete de Chocolate Belga 10L,31,110.0,3410.0
2025-01-25,124,Caixa de Sorvete de Chocolate Belga 10L,42,110.0,4620.0
2025-01-25,145,Caixa de Sorvete de Chocolate Belga 10L,60,110.0,6600.0
2025-01-25,149,Caixa de Sorvete de Chocolate Belga 10L,19,110.0,2090.0
2025-01-26,128,Caixa de Sorvete de Chocolate Belga 10L,40,110.0,4400.0
2025-01-26,144,Caixa de Sorvete de Chocolate Belga 10L,23,110.0,2530.0
2025-01-26,141,Caixa de Sorvete de Chocolate Belga 10L,73,110.0,8030.0
2025-01-26,115,Caixa de Sorvete de Chocolate Belga 10L,105,110.0,11550.0
2025-01-26,126,Caixa de Sorvete de Chocolate Belga 10L,14,110.0,1540.0
2025-01-26,131,Caixa de Sorvete de Chocolate Belga 10L,113,110.0,12430.0
2025-01-26,126,Caixa de Sorvete de Chocolate Belga 10L,60,110.0,6600.0
2025-01-26,120,Caixa de Sorvete de Chocolate Belga 10L,59,110.0,6490.0
2025-01-26,137,Caixa de Sorvete de Chocolate Belga 10L,13,110.0,1430.0
2025-01-27,104,Caixa de Sorvete de Chocolate Belga 10L,84,110.0,9240.0
2025-01-27,115,Caixa de Sorvete de Chocolate Belga 10L,97,110.0,10670.0
2025-01-27,132,Caixa de Sorvete de Chocolate Belga 10L,17,110.0,1870.0
2025-01-27,142,Caixa de Sorvete de Chocolate Belga 10L,47,110.0,5170.0
2025-01-27,132,Caixa de Sorvete de Chocolate Belga 10L,11,110.0,1210.0
2025-01-27,133,Caixa de Sorvete de Chocolate Belga 10L,8,110.0,880.0
2025-01-28,127,Caixa de Sorvete de Chocolate Belga 10L,10,110.0,1100.0
2025-01-28,118,Caixa de Sorvete de Chocolate Belga 10L,27,110.0,2970.0
2025-01-28,107,Caixa de Sorvete de Chocolate Belga 10L,79,110.0,8690.0
2025-01-28,140,Caixa de Sorvete de Chocolate Belga 10L,79,110.0,8690.0
2025-01-28,114,Caixa de Sorvete de Chocolate Belga 10L,15,110.0,1650.0
2025-01-28,148,Caixa de Sorvete de Chocolate Belga 10L,28,110.0,3080.0
2025-01-28,145,Caixa de Sorvete de Chocolate Belga 10L,46,110.0,5060.0
2025-01-28,140,Caixa de Sorvete de Chocolate Belga 10L,60,110.0,6600.0
2025-01-29,102,Caixa de Sorvete de Chocolate Belga 10L,54,110.0,5940.0
2025-01-29,112,Caixa de Sorvete de Chocolate Belga 10L,29,110.0,3190.0
2025-01-29,135,Caixa de Sorvete de Chocolate Belga 10L,67,110.0,7370.0
2025-01-29,107,Caixa de Sorvete de Chocolate Belga 10L,26,110.0,2860.0
2025-01-29,118,Caixa de Sorvete de Chocolate Belga 10L,82,110.0,9020.0
2025-01-29,127,Caixa de Sorvete de Chocolate Belga 10L,64,110.0,7040.0
2025-01-29,129,Caixa de Sorvete de Chocolate Belga 10L,48,110.0,5280.0
2025-01-29,104,Caixa de Sorvete de Chocolate Belga 10L,40,110.0,4400.0
2025-01-29,123,Caixa de Sorvete de Chocolate Belga 10L,54,110.0,5940.0
2025-01-29,134,Caixa de Sorvete de Chocolate Belga 10L,76,110.0,8360.0
2025-01-29,150,Caixa de Sorvete de Chocolate Belga 10L,84,110.0,9240.0
2025-01-29,112,Caixa de Sorvete de Chocolate Belga 10L,56,110.0,6160.0
2025-01-29,136,Caixa de Sorvete de Chocolate Belga 10L,80,110.0,8800.0
2025-01-29,147,Caixa de Sorvete de Chocolate Belga 10L,81,110.0,8910.0
2025-01-30,127,Caixa de Sorvete de Chocolate Belga 10L,27,110.0,2970.0
2025-01-30,107,Caixa de Sorvete de Chocolate Belga 10L,25,110.0,2750.0
2025-01-30,131,Caixa de Sorvete de Chocolate Belga 10L,19,110.0,2090.0
2025-01-30,115,Caixa de Sorvete de Chocolate Belga 10L,92,110.0,10120.0
2025-01-30,128,Caixa de Sorvete de Chocolate Belga 10L,25,110.0,2750.0
2025-01-30,137,Caixa de Sorvete de Chocolate Belga 10L,65,110.0,7150.0
2025-01-30,134,Caixa de Sorvete de Chocolate Belga 10L,61,110.0,6710.0
2025-01-30,144,Caixa de Sorvete de Chocolate Belga 10L,12,110.0,1320.0
2025-01-30,134,Caixa de Sorvete de Chocolate Belga 10L,107,110.0,11770.0
2025-01-30,126,Caixa de Sorvete de Chocolate Belga 10L,52,110.0,5720.0
2025-01-30,147,Caixa de Sorvete de Chocolate Belga 10L,78,110.0,8580.0
2025-01-31,109,Caixa de Sorvete de Chocolate Belga 10L,59,110.0,6490.0
2025-01-31,110,Caixa de Sorvete de Chocolate Belga 10L,101,110.0,11110.0
2025-01-31,115,Caixa de Sorvete de Chocolate Belga 10L,42,110.0,4620.0
2025-01-31,146,Caixa de Sorvete de Chocolate Belga 10L,76,110.0,8360.0
2025-01-31,112,Caixa de Sorvete de Chocolate Belga 10L,102,110.0,11220.0
2025-01-31,107,Caixa de Sorvete de Chocolate Belga 10L,104,110.0,11440.0
2025-01-31,128,Caixa de Sorvete de Chocolate Belga 10L,18,110.0,1980.0
2025-01-31,126,Caixa de Sorvete de Chocolate Belga 10L,69,110.0,7590.0
2025-01-31,142,Caixa de Sorvete de Chocolate Belga 10L,42,110.0,4620.0
2025-01-31,115,Caixa de Sorvete de Chocolate Belga 10L,79,110.0,8690.0
2025-01-31,114,Caixa de Sorvete de Chocolate Belga 10L,100,110.0,11000.0
2025-01-31,136,Caixa de Sorvete de Chocolate Belga 10L,71,110.0,7810.0
2025-01-31,144,Caixa de Sorvete de Chocolate Belga 10L,9,110.0,990.0
2025-01-31,105,Caixa de Sorvete de Chocolate Belga 10L,68,110.0,7480.0
2025-01-31,104,Caixa de Sorvete de Chocolate Belga 10L,100,110.0,11000.0
2025-02-01,140,Caixa de Sorvete de Chocolate Belga 10L,53,110.0,5830.0
2025-02-01,143,Caixa de Sorvete de Chocolate Belga 10L,100,110.0,11000.0
2025-02-01,150,Caixa de Sorvete de Chocolate Belga 10L,42,110.0,4620.0
2025-02-01,122,Caixa de Sorvete de Chocolate Belga 10L,53,110.0,5830.0
2025-02-01,101,Caixa de Sorvete de Chocolate Belga 10L,73,110.0,8030.0
2025-02-01,121,Caixa de Sorvete de Chocolate Belga 10L,53,110.0,5830.0
2025-02-02,116,Caixa de Sorvete de Chocolate Belga 10L,42,110.0,4620.0
2025-02-02,120,Caixa de Sorvete de Chocolate Belga 10L,92,110.0,10120.0
2025-02-02,121,Caixa de Sorvete de Chocolate Belga 10L,90,110.0,9900.0
2025-02-02,136,Caixa de Sorvete de Chocolate Belga 10L,40,110.0,4400.0
2025-02-02,114,Caixa de Sorvete de Chocolate Belga 10L,36,110.0,3960.0
2025-02-02,128,Caixa de Sorvete de Chocolate Belga 10L,52,110.0,5720.0
2025-02-02,140,Caixa de Sorvete de Chocolate Belga 10L,19,110.0,2090.0
2025-02-02,127,Caixa de Sorvete de Chocolate Belga 10L,28,110.0,3080.0
2025-02-03,106,Caixa de Sorvete de Chocolate Belga 10L,54,110.0,5940.0
2025-02-03,123,Caixa de Sorvete de Chocolate Belga 10L,63,110.0,6930.0
2025-02-03,144,Caixa de Sorvete de Chocolate Belga 10L,37,110.0,4070.0
2025-02-03,124,Caixa de Sorvete de Chocolate Belga 10L,36,110.0,3960.0
2025-02-03,129,Caixa de Sorvete de Chocolate Belga 10L,87,110.0,9570.0
2025-02-03,140,Caixa de Sorvete de Chocolate Belga 10L,70,110.0,7700.0
2025-02-03,137,Caixa de Sorvete de Chocolate Belga 10L,56,110.0,6160.0
2025-02-04,102,Caixa de Sorvete de Chocolate Belga 10L,31,110.0,3410.0
2025-02-04,137,Caixa de Sorvete de Chocolate Belga 10L,95,110.0,10450.0
2025-02-04,101,Caixa de Sorvete de Chocolate Belga 10L,25,110.0,2750.0
2025-02-04,139,Caixa de Sorvete de Chocolate Belga 10L,90,110.0,9900.0
2025-02-04,150,Caixa de Sorvete de Chocolate Belga 10L,100,110.0,11000.0
2025-02-04,135,Caixa de Sorvete de Chocolate Belga 10L,62,110.0,6820.0
2025-02-04,139,Caixa de Sorvete de Chocolate Belga 10L,68,110.0,7480.0
2025-02-05,147,Caixa de Sorvete de Chocolate Belga 10L,36,110.0,3960.0
2025-02-05,130,Caixa de Sorvete de Chocolate Belga 10L,80,110.0,8800.0
2025-02-05,120,Caixa de Sorvete de Chocolate Belga 10L,23,110.0,2530.0
2025-02-05,118,Caixa de Sorvete de Chocolate Belga 10L,64,110.0,7040.0
2025-02-05,144,Caixa de Sorvete de Chocolate Belga 10L,68,110.0,7480.0
2025-02-05,122,Caixa de Sorvete de Chocolate Belga 10L,90,110.0,9900.0
2025-02-05,116,Caixa de Sorvete de Chocolate Belga 10L,16,110.0,1760.0
2025-02-05,131,Caixa de Sorvete de Chocolate Belga 10L,49,110.0,5390.0
2025-02-05,143,Caixa de Sorvete de Chocolate Belga 10L,27,110.0,2970.0
2025-02-06,122,Caixa de Sorvete de Chocolate Belga 10L,61,110.0,6710.0
2025-02-06,102,Caixa de Sorvete de Chocolate Belga 10L,30,110.0,3300.0
2025-02-06,139,Caixa de Sorvete de Chocolate Belga 10L,44,110.0,4840.0
2025-02-06,147,Caixa de Sorvete de Chocolate Belga 10L,58,110.0,6380.0
2025-02-06,146,Caixa de Sorvete de Chocolate Belga 10L,86,110.0,9460.0
2025-02-06,108,Caixa de Sorvete de Chocolate Belga 10L,18,110.0,1980.0
2025-02-06,146,Caixa de Sorvete de Chocolate Belga 10L,75,110.0,8250.0
2025-02-06,125,Caixa de Sorvete de Chocolate Belga 10L,86,110.0,9460.0
2025-02-06,124,Caixa de Sorvete de Chocolate Belga 10L,60,110.0,6600.0
2025-02-06,139,Caixa de Sorvete de Chocolate Belga 10L,40,110.0,4400.0
2025-02-07,102,Caixa de Sorvete de Chocolate Belga 10L,18,110.0,1980.0
2025-02-07,117,Caixa de Sorvete de Chocolate Belga 10L,92,110.0,10120.0
2025-02-07,112,Caixa de Sorvete de Chocolate Belga 10L,58,110.0,6380.0
2025-02-07,114,Caixa de Sorvete de Chocolate Belga 10L,51,110.0,5610.0
2025-02-07,130,Caixa de Sorvete de Chocolate Belga 10L,31,110.0,3410.0
2025-02-07,133,Caixa de Sorvete de Chocolate Belga 10L,20,110.0,2200.0
2025-02-07,114,Caixa de Sorvete de Chocolate Belga 10L,105,110.0,11550.0
2025-02-07,125,Caixa de Sorvete de Chocolate Belga 10L,9,110.0,990.0
2025-02-07,131,Caixa de Sorvete de Chocolate Belga 10L,23,110.0,2530.0
2025-02-08,126,Caixa de Sorvete de Chocolate Belga 10L,37,110.0,4070.0
2025-02-08,150,Caixa de Sorvete de Chocolate Belga 10L,22,110.0,2420.0
2025-02-08,149,Caixa de Sorvete de Chocolate Belga 10L,15,110.0,1650.0
2025-02-08,111,Caixa de Sorvete de Chocolate Belga 10L,84,110.0,9240.0
2025-02-08,105,Caixa de Sorvete de Chocolate Belga 10L,19,110.0,2090.0
2025-02-08,121,Caixa de Sorvete de Chocolate Belga 10L,87,110.0,9570.0
2025-02-08,147,Caixa de Sorvete de Chocolate Belga 10L,46,110.0,5060.0
2025-02-08,118,Caixa de Sorvete de Chocolate Belga 10L,38,110.0,4180.0
2025-02-08,102,Caixa de Sorvete de Chocolate Belga 10L,9,110.0,990.0
2025-02-08,106,Caixa de Sorvete de Chocolate Belga 10L,47,110.0,5170.0
2025-02-08,142,Caixa de Sorvete de Chocolate Belga 10L,103,110.0,11330.0
2025-02-09,132,Caixa de Sorvete de Chocolate Belga 10L,9,110.0,990.0
2025-02-09,126,Caixa de Sorvete de Chocolate Belga 10L,63,110.0,6930.0
2025-02-09,147,Caixa de Sorvete de Chocolate Belga 10L,72,110.0,7920.0
2025-02-09,112,Caixa de Sorvete de Chocolate Belga 10L,69,110.0,7590.0
2025-02-09,124,Caixa de Sorvete de Chocolate Belga 10L,62,110.0,6820.0
2025-02-09,122,Caixa de Sorvete de Chocolate Belga 10L,23,110.0,2530.0
2025-02-09,144,Caixa de Sorvete de Chocolate Belga 10L,51,110.0,5610.0
2025-02-09,114,Caixa de Sorvete de Chocolate Belga 10L,58,110.0,6380.0
2025-02-09,110,Caixa de Sorvete de Chocolate Belga 10L,21,110.0,2310.0
2025-02-10,104,Caixa de Sorvete de Chocolate Belga 10L,76,110.0,8360.0
2025-02-10,128,Caixa de Sorvete de Chocolate Belga 10L,20,110.0,2200.0
2025-02-10,105,Caixa de Sorvete de Chocolate Belga 10L,101,110.0,11110.0
2025-02-10,127,Caixa de Sorvete de Chocolate Belga 10L,63,110.0,6930.0
2025-02-10,129,Caixa de Sorvete de Chocolate Belga 10L,11,110.0,1210.0
